timestamp,open,high,low,close,volume
2024-06-03 04:30:00,191.9688,192.0086,191.9688,191.9887,492
2024-06-03 04:31:00,191.9987,192.0186,191.9887,192.0186,396
2024-06-03 04:32:00,192.0086,192.0385,191.9788,192.0186,9
2024-06-03 04:33:00,192.0186,192.0584,191.9887,192.0584,954
2024-06-03 04:34:00,192.0285,192.0285,192.0086,192.0086,4
2024-06-03 04:35:00,192.0086,192.0484,192.0086,192.0484,32
2024-06-03 04:36:00,192.0186,192.1778,192.0086,192.1778,5125
2024-06-03 04:37:00,192.1679,192.2873,192.1679,192.2774,4627
2024-06-03 04:38:00,192.2774,192.2973,192.2276,192.2973,319
2024-06-03 04:39:00,192.2873,192.3073,192.2177,192.2177,1060
2024-06-03 04:40:00,192.2376,192.2376,192.1978,192.1978,120
2024-06-03 04:41:00,192.1679,192.2177,192.138,192.138,1748
2024-06-03 04:42:00,192.138,192.138,192.0285,192.0285,698
2024-06-03 04:43:00,192.0684,192.138,192.0186,192.0584,380
2024-06-03 04:44:00,192.0584,192.1181,192.0584,192.1181,152
2024-06-03 04:45:00,192.1082,192.1082,192.1082,192.1082,134
2024-06-03 04:46:00,192.0783,192.1082,192.0385,192.0385,673
2024-06-03 04:47:00,192.0883,192.1082,192.0385,192.1082,343
2024-06-03 04:48:00,192.0883,192.1082,192.0883,192.1082,6
2024-06-03 04:49:00,192.1082,192.1978,192.1082,192.138,1780
2024-06-03 04:50:00,192.1579,192.1579,192.1181,192.1281,1106
2024-06-03 04:51:00,192.1978,192.2177,192.1978,192.2177,614
2024-06-03 04:52:00,192.2177,192.2177,192.138,192.2177,547
2024-06-03 04:53:00,192.2177,192.2376,192.2177,192.2376,813
2024-06-03 04:54:00,192.2575,192.2674,192.2376,192.2376,569
2024-06-03 04:55:00,192.2575,192.2674,192.2077,192.2276,649
2024-06-03 04:56:00,192.1778,192.2276,192.138,192.138,303
2024-06-03 04:57:00,192.1778,192.2177,192.138,192.148,188
2024-06-03 04:58:00,192.2077,192.2674,192.148,192.2177,2192
2024-06-03 04:59:00,192.1978,192.2276,192.148,192.2276,485
2024-06-03 05:00:00,192.2177,192.2177,192.138,192.138,129
2024-06-03 05:01:00,192.1778,192.2077,192.1181,192.1181,1635
2024-06-03 05:02:00,192.1181,192.1181,192.0982,192.0982,310
2024-06-03 05:03:00,192.1181,192.1181,192.0783,192.0982,272
2024-06-03 05:04:00,192.1181,192.148,192.0982,192.148,2667
2024-06-03 05:05:00,192.1181,192.1181,192.0584,192.0684,239
2024-06-03 05:06:00,192.0783,192.138,192.0783,192.1281,402
2024-06-03 05:07:00,192.148,192.2077,192.148,192.1978,228
2024-06-03 05:08:00,192.1978,192.2276,192.1978,192.2276,1002
2024-06-03 05:09:00,192.2276,192.2276,192.2177,192.2177,36
2024-06-03 05:10:00,192.2177,192.2177,192.1778,192.1778,858
2024-06-03 05:11:00,192.1579,192.1679,192.1281,192.1679,153
2024-06-03 05:12:00,192.1579,192.1778,192.1579,192.1579,199
2024-06-03 05:13:00,192.1579,192.1778,192.1181,192.1778,607
2024-06-03 05:14:00,192.148,192.148,192.0982,192.148,561
2024-06-03 05:15:00,192.1181,192.1778,192.1181,192.1778,1121
2024-06-03 05:16:00,192.1679,192.1878,192.1679,192.1679,36
2024-06-03 05:17:00,192.1778,192.1878,192.1679,192.1778,1782
2024-06-03 05:18:00,192.1778,192.1978,192.1778,192.1978,1429
2024-06-03 05:19:00,192.1778,192.1778,192.0783,192.1181,3807
2024-06-03 05:20:00,192.1281,192.1281,192.1181,192.1181,1013
2024-06-03 05:21:00,192.138,192.138,192.1181,192.1181,641
2024-06-03 05:22:00,192.1181,192.1281,192.0684,192.0684,1878
2024-06-03 05:23:00,192.0684,192.0982,192.0684,192.0783,352
2024-06-03 05:24:00,192.0783,192.1181,192.0783,192.1181,403
2024-06-03 05:25:00,192.0883,192.1181,192.0783,192.1181,728
2024-06-03 05:26:00,192.1181,192.138,192.0982,192.1181,975
2024-06-03 05:27:00,192.1181,192.1181,192.0982,192.1181,101
2024-06-03 05:28:00,192.1281,192.138,192.0982,192.138,1451
2024-06-03 05:29:00,192.138,192.138,192.0883,192.0883,1383
2024-06-03 05:30:00,192.0982,192.148,192.0982,192.148,921
2024-06-03 05:31:00,192.1579,192.1679,192.1181,192.1281,334
2024-06-03 05:32:00,192.1281,192.1978,192.1181,192.1579,3111
2024-06-03 05:33:00,192.1579,192.1579,192.1281,192.1579,129
2024-06-03 05:34:00,192.1281,192.1579,192.1281,192.138,106
2024-06-03 05:35:00,192.1579,192.1878,192.138,192.138,1016
2024-06-03 05:36:00,192.1778,192.1778,192.138,192.148,13
2024-06-03 05:37:00,192.138,192.138,192.1181,192.1181,210
2024-06-03 05:38:00,192.1181,192.148,192.1181,192.1181,732
2024-06-03 05:39:00,192.1181,192.1181,192.0783,192.1181,1432
2024-06-03 05:40:00,192.1181,192.148,192.1082,192.148,1573
2024-06-03 05:41:00,192.148,192.1778,192.1281,192.1778,162
2024-06-03 05:42:00,192.1778,192.1778,192.1778,192.1778,1
2024-06-03 05:43:00,192.1778,192.1878,192.1579,192.1878,235
2024-06-03 05:44:00,192.1978,192.1978,192.148,192.148,1381
2024-06-03 05:45:00,192.148,192.1579,192.1181,192.138,1213
2024-06-03 05:46:00,192.1181,192.1181,192.0982,192.1082,23
2024-06-03 05:47:00,192.1082,192.1082,192.0883,192.0883,2060
2024-06-03 05:48:00,192.0783,192.0783,191.9987,191.9987,1660
2024-06-03 05:49:00,192.0086,192.0385,191.9788,192.0385,282
2024-06-03 05:50:00,192.0285,192.0684,192.0285,192.0385,353
2024-06-03 05:51:00,192.0385,192.0684,192.0385,192.0684,15
2024-06-03 05:52:00,192.0385,192.1181,192.0385,192.1082,828
2024-06-03 05:53:00,192.1181,192.1579,192.1082,192.1181,502
2024-06-03 05:54:00,192.1181,192.1181,192.1082,192.1181,22
2024-06-03 05:55:00,192.1281,192.1281,192.1181,192.1181,24
2024-06-03 05:56:00,192.1181,192.1181,192.0684,192.0982,106
2024-06-03 05:57:00,192.0684,192.1082,192.0684,192.0883,187
2024-06-03 05:58:00,192.0883,192.0883,192.0484,192.0484,233
2024-06-03 05:59:00,192.0883,192.1082,192.0684,192.1082,1066
2024-06-03 06:00:00,192.1181,192.1579,192.1082,192.1082,379
2024-06-03 06:01:00,192.1082,192.148,192.1082,192.148,204
2024-06-03 06:02:00,192.148,192.148,192.0883,192.1181,198
2024-06-03 06:03:00,192.138,192.1579,192.0883,192.1579,764
2024-06-03 06:04:00,192.1181,192.148,192.0982,192.1181,98
2024-06-03 06:05:00,192.1181,192.1181,192.1181,192.1181,50
2024-06-03 06:06:00,192.1181,192.1181,192.0883,192.0883,205
2024-06-03 06:07:00,192.0883,192.138,192.0883,192.1181,1394
2024-06-03 06:08:00,192.1181,192.148,192.1181,192.148,60
2024-06-03 06:09:00,192.148,192.148,192.1281,192.1281,3
2024-06-03 06:10:00,192.1181,192.1281,192.1181,192.1181,4
2024-06-03 06:11:00,192.0982,192.1181,192.0982,192.1181,427
2024-06-03 06:12:00,192.1281,192.1679,192.1281,192.138,143
2024-06-03 06:13:00,192.1679,192.1679,192.1679,192.1679,4
2024-06-03 06:14:00,192.1281,192.1679,192.1181,192.1181,355
2024-06-03 06:15:00,192.1281,192.138,192.1281,192.1281,61
2024-06-03 06:16:00,192.1181,192.1878,192.1181,192.1878,730
2024-06-03 06:17:00,192.1878,192.1878,192.148,192.148,794
2024-06-03 06:18:00,192.1579,192.2077,192.1579,192.1978,62
2024-06-03 06:19:00,192.1878,192.1978,192.1878,192.1978,228
2024-06-03 06:20:00,192.1679,192.1679,192.1679,192.1679,33
2024-06-03 06:21:00,192.1679,192.1978,192.1679,192.1878,102
2024-06-03 06:22:00,192.1878,192.1978,192.148,192.1579,378
2024-06-03 06:23:00,192.148,192.1878,192.1181,192.148,1140
2024-06-03 06:24:00,192.1878,192.1878,192.138,192.1679,15
2024-06-03 06:25:00,192.1679,192.1878,192.138,192.1778,68
2024-06-03 06:26:00,192.148,192.1778,192.1281,192.1281,133
2024-06-03 06:27:00,192.1679,192.1878,192.1679,192.1878,121
2024-06-03 06:28:00,192.1778,192.1778,192.1679,192.1679,13
2024-06-03 06:29:00,192.1778,192.1778,192.1181,192.1679,283
2024-06-03 06:30:00,192.1281,192.1679,192.1281,192.1679,33
2024-06-03 06:31:00,192.1679,192.1679,192.1679,192.1679,202
2024-06-03 06:32:00,192.138,192.1878,192.138,192.1778,560
2024-06-03 06:33:00,192.1679,192.1878,192.1281,192.1281,83
2024-06-03 06:34:00,192.1281,192.1778,192.1281,192.1778,22
2024-06-03 06:35:00,192.1778,192.1878,192.1778,192.1778,53
2024-06-03 06:36:00,192.1579,192.1878,192.1579,192.1778,105
2024-06-03 06:37:00,192.1878,192.1978,192.1778,192.1878,122
2024-06-03 06:38:00,192.1878,192.1878,192.1878,192.1878,30
2024-06-03 06:39:00,192.1878,192.1878,192.1778,192.1878,182
2024-06-03 06:40:00,192.1878,192.1878,192.1281,192.1778,392
2024-06-03 06:41:00,192.1878,192.1878,192.1281,192.1878,286
2024-06-03 06:42:00,192.1878,192.1878,192.1281,192.1878,25
2024-06-03 06:43:00,192.1281,192.1878,192.1281,192.1878,52
2024-06-03 06:44:00,192.1878,192.1878,192.1679,192.1679,588
2024-06-03 06:45:00,192.1579,192.1679,192.1281,192.1281,1730
2024-06-03 06:46:00,192.1579,192.1579,192.1281,192.1281,620
2024-06-03 06:47:00,192.1281,192.1281,192.0883,192.1082,3102
2024-06-03 06:48:00,192.1082,192.1082,192.0385,192.0584,1455
2024-06-03 06:49:00,192.0484,192.0484,192.0385,192.0385,22
2024-06-03 06:50:00,192.0385,192.0385,191.9688,192.0086,2862
2024-06-03 06:51:00,191.9688,191.9788,191.8892,191.8892,1550
2024-06-03 06:52:00,191.9091,191.919,191.8892,191.919,1199
2024-06-03 06:53:00,191.929,191.9788,191.919,191.9788,1999
2024-06-03 06:54:00,192.0086,192.0186,191.9489,191.9788,104
2024-06-03 06:55:00,191.9688,192.0584,191.9688,192.0584,12
2024-06-03 06:56:00,192.0584,192.0684,192.0086,192.0684,47
2024-06-03 06:57:00,192.0385,192.0684,192.0385,192.0684,25
2024-06-03 06:58:00,192.0385,192.0385,191.9987,192.0285,94
2024-06-03 06:59:00,191.9788,192.0285,191.9688,192.0086,316
2024-06-03 07:00:00,191.9788,192.0385,191.8294,191.919,4936
2024-06-03 07:01:00,191.9987,192.0186,191.9389,192.0186,211
2024-06-03 07:02:00,192.0186,192.0186,191.9688,191.9788,691
2024-06-03 07:03:00,191.9788,192.0385,191.9389,191.9688,4167
2024-06-03 07:04:00,191.9788,192.0186,191.9788,192.0086,1942
2024-06-03 07:05:00,192.0186,192.0783,192.0186,192.0385,1945
2024-06-03 07:06:00,192.0883,192.1181,192.0584,192.0982,1699
2024-06-03 07:07:00,192.0883,192.0883,192.0285,192.0783,980
2024-06-03 07:08:00,192.0584,192.0883,192.0484,192.0484,2565
2024-06-03 07:09:00,192.0684,192.0783,192.0584,192.0584,149
2024-06-03 07:10:00,192.0584,192.0883,192.0385,192.0385,1916
2024-06-03 07:11:00,192.0584,192.0684,192.0484,192.0484,1230
2024-06-03 07:12:00,192.0584,192.0883,192.0484,192.0484,1585
2024-06-03 07:13:00,192.0484,192.0584,191.9987,192.0584,4330
2024-06-03 07:14:00,192.0484,192.0484,192.0186,192.0385,60
2024-06-03 07:15:00,192.0385,192.0385,192.0186,192.0285,452
2024-06-03 07:16:00,192.0186,192.0186,191.9489,191.9589,1107
2024-06-03 07:17:00,191.9589,191.9688,191.9489,191.9688,15
2024-06-03 07:18:00,191.9887,192.0285,191.9589,192.0186,2150
2024-06-03 07:19:00,192.0186,192.0684,192.0186,192.0186,4488
2024-06-03 07:20:00,192.0186,192.0584,191.9788,191.9887,577
2024-06-03 07:21:00,192.0186,192.0285,191.9589,191.9987,152
2024-06-03 07:22:00,191.9589,192.0186,191.929,192.0186,240
2024-06-03 07:23:00,191.9589,191.9987,191.9389,191.9589,524
2024-06-03 07:24:00,191.9589,191.9688,191.929,191.929,342
2024-06-03 07:25:00,191.9489,191.9489,191.8792,191.8892,780
2024-06-03 07:26:00,191.8991,191.9091,191.8195,191.8195,164
2024-06-03 07:27:00,191.8693,191.919,191.8593,191.8892,1355
2024-06-03 07:28:00,191.929,191.9688,191.8892,191.9589,391
2024-06-03 07:29:00,191.9389,191.9688,191.9389,191.9688,82
2024-06-03 07:30:00,191.9688,192.0285,191.9688,192.0186,2662
2024-06-03 07:31:00,192.0186,192.1181,191.9987,192.1181,4742
2024-06-03 07:32:00,192.0484,192.1082,192.0484,192.1082,306
2024-06-03 07:33:00,192.0385,192.0385,192.0385,192.0385,52
2024-06-03 07:34:00,192.0684,192.1082,191.7299,191.8991,4542
2024-06-03 07:35:00,191.9091,191.929,191.8593,191.9091,160
2024-06-03 07:36:00,191.9091,191.9091,191.8991,191.8991,32
2024-06-03 07:37:00,191.8892,191.8991,191.8792,191.8991,149
2024-06-03 07:38:00,191.8792,191.8991,191.8593,191.8991,131
2024-06-03 07:39:00,191.8792,191.9091,191.8792,191.9091,125
2024-06-03 07:40:00,191.8991,191.8991,191.8693,191.8991,74
2024-06-03 07:41:00,191.9091,191.929,191.9091,191.929,762
2024-06-03 07:42:00,191.9389,191.9788,191.9389,191.9389,139
2024-06-03 07:43:00,191.919,191.9589,191.919,191.9489,200
2024-06-03 07:44:00,191.9389,191.9788,191.929,191.929,176
2024-06-03 07:45:00,191.9688,192.2177,191.9389,192.0385,7622
2024-06-03 07:46:00,192.0385,192.1181,192.0186,192.1181,1766
2024-06-03 07:47:00,192.0982,192.0982,192.0385,192.0783,207
2024-06-03 07:48:00,192.0783,192.0783,192.0385,192.0584,52
2024-06-03 07:49:00,192.0684,192.1181,192.0584,192.1082,743
2024-06-03 07:50:00,192.0684,192.1181,192.0684,192.1082,776
2024-06-03 07:51:00,192.0783,192.0783,192.0385,192.0584,139
2024-06-03 07:52:00,192.0684,192.0684,192.0385,192.0684,107
2024-06-03 07:53:00,192.0385,192.0684,192.0285,192.0584,155
2024-06-03 07:54:00,192.0584,192.1082,192.0584,192.0883,676
2024-06-03 07:55:00,192.0584,192.0783,192.0285,192.0385,67
2024-06-03 07:56:00,192.0484,192.0584,192.0186,192.0385,1214
2024-06-03 07:57:00,192.0584,192.0982,192.0484,192.0783,713
2024-06-03 07:58:00,192.0783,192.0783,192.0783,192.0783,30
2024-06-03 07:59:00,192.0883,192.0982,192.0883,192.0982,462
2024-06-03 08:00:00,191.929,192.3419,191.3715,192.1181,49902
2024-06-03 08:01:00,192.0783,192.3471,190.8937,192.0719,4356
2024-06-03 08:02:00,192.0883,192.6557,191.3715,192.3172,9917
2024-06-03 08:03:00,191.3715,192.6557,191.3715,192.2674,14414
2024-06-03 08:04:00,192.2177,192.6158,192.0186,192.0584,2331
2024-06-03 08:05:00,192.2674,192.6158,191.3715,192.2674,6250
2024-06-03 08:06:00,192.1181,192.6457,192.0186,192.367,3840
2024-06-03 08:07:00,192.3968,192.6357,192.0584,192.0783,3732
2024-06-03 08:08:00,192.0584,192.0883,192.0186,192.0584,1822
2024-06-03 08:09:00,192.0584,192.0783,191.9887,192.0036,1732
2024-06-03 08:10:00,192.006,192.0484,191.9837,192.0086,778
2024-06-03 08:11:00,191.9489,192.0484,191.9489,192.0186,79
2024-06-03 08:12:00,191.9489,192.0484,191.9489,191.9688,884
2024-06-03 08:13:00,191.9688,192.0186,191.919,191.9987,1485
2024-06-03 08:14:00,191.9688,192.0484,191.9688,192.0285,1876
2024-06-03 08:15:00,192.0484,192.1181,191.9688,192.1082,5448
2024-06-03 08:16:00,192.0385,192.0911,191.9788,192.0186,526
2024-06-03 08:17:00,192.0236,192.0684,191.9788,192.0036,2927
2024-06-03 08:18:00,191.9987,192.0684,191.9788,192.0186,573
2024-06-03 08:19:00,192.0659,192.0684,191.9688,192.0186,520
2024-06-03 08:20:00,191.9771,192.0385,191.9688,192.0036,1182
2024-06-03 08:21:00,192.0186,192.0385,191.9688,191.9788,863
2024-06-03 08:22:00,192.0036,192.0385,191.9788,191.9887,258
2024-06-03 08:23:00,192.0186,192.0385,191.9688,192.0186,822
2024-06-03 08:24:00,192.0186,192.0484,191.9987,192.0236,4944
2024-06-03 08:25:00,192.0086,192.0982,192.0086,192.0484,2354
2024-06-03 08:26:00,192.0584,192.0982,192.0484,192.0982,600
2024-06-03 08:27:00,192.0733,192.1679,192.0484,192.143,5263
2024-06-03 08:28:00,192.1181,192.1679,192.1082,192.1181,1405
2024-06-03 08:29:00,192.1679,192.1679,192.0584,192.1679,10443
2024-06-03 08:30:00,192.1082,192.1082,191.9987,192.0684,600
2024-06-03 08:31:00,192.0783,192.0982,191.9987,191.9987,633
2024-06-03 08:32:00,192.0584,192.0783,191.9987,192.0584,2476
2024-06-03 08:33:00,192.0086,192.0783,191.9987,192.0186,4160
2024-06-03 08:34:00,192.0186,192.0484,191.9987,191.9987,4428
2024-06-03 08:35:00,192.0086,192.0982,191.9987,192.0236,5390
2024-06-03 08:36:00,192.0285,192.1181,191.9987,192.0584,1368
2024-06-03 08:37:00,192.0285,192.0484,191.9987,192.0036,2236
2024-06-03 08:38:00,192.0086,192.0279,191.9987,192.0086,1872
2024-06-03 08:39:00,192.0285,192.0285,191.9987,191.9987,640
2024-06-03 08:40:00,192.0186,192.0285,191.9987,192.0086,767
2024-06-03 08:41:00,191.9987,192.0186,191.9987,192.0036,900
2024-06-03 08:42:00,191.9988,192.0086,191.9987,192.0086,887
2024-06-03 08:43:00,192.0086,192.0186,191.9987,192.0086,812
2024-06-03 08:44:00,191.9987,192.0186,191.3715,192.0136,1966
2024-06-03 08:45:00,191.9987,192.0285,191.9987,192.0086,214
2024-06-03 08:46:00,192.0086,192.0285,191.9987,192.0136,613
2024-06-03 08:47:00,192.0285,192.0783,192.0086,192.0385,3856
2024-06-03 08:48:00,192.0433,192.0783,192.0385,192.0584,914
2024-06-03 08:49:00,192.0584,192.0883,192.0186,192.0186,13885
2024-06-03 08:50:00,192.0385,192.0883,191.9987,192.0285,937
2024-06-03 08:51:00,192.0584,192.0883,191.9987,192.0084,8480
2024-06-03 08:52:00,191.9987,192.0385,191.9987,192.0086,4749
2024-06-03 08:53:00,192.0036,192.0086,191.9987,192.0036,843
2024-06-03 08:54:00,192.0086,192.0086,191.9987,192.0086,750
2024-06-03 08:55:00,192.0036,192.0285,191.9987,192.0086,1007
2024-06-03 08:56:00,192.0086,192.0484,191.9987,192.0236,963
2024-06-03 08:57:00,191.9987,192.0584,191.9987,191.9987,3717
2024-06-03 08:58:00,192.0186,192.0584,191.9987,191.9987,1291
2024-06-03 08:59:00,192.0285,192.0484,191.929,191.9389,22896
2024-06-03 09:00:00,191.919,191.919,191.8494,191.8693,6012
2024-06-03 09:01:00,191.8892,191.9837,191.8195,191.9589,4392
2024-06-03 09:02:00,191.9141,191.9788,191.8294,191.9688,48
2024-06-03 09:03:00,191.919,191.9716,191.919,191.929,200
2024-06-03 09:04:00,191.9362,191.9987,191.919,191.919,789
2024-06-03 09:05:00,192.0385,192.0385,191.919,191.929,587
2024-06-03 09:06:00,191.9439,191.9439,191.8195,191.8742,1935
2024-06-03 09:07:00,191.8792,191.9091,191.8195,191.8892,844
2024-06-03 09:08:00,191.8593,191.929,191.8294,191.8294,1355
2024-06-03 09:09:00,191.8494,191.9887,191.8494,191.9589,1443
2024-06-03 09:10:00,191.9489,192.0186,191.929,191.9987,1762
2024-06-03 09:11:00,192.0086,192.0684,191.9589,191.9688,642
2024-06-03 09:12:00,192.0036,192.0584,191.9589,192.0242,602
2024-06-03 09:13:00,191.9688,192.0267,191.9589,191.9688,1159
2024-06-03 09:14:00,191.9688,192.0285,191.9589,191.9788,1408
2024-06-03 09:15:00,191.9887,192.0086,191.8693,191.9091,6865
2024-06-03 09:16:00,191.9091,192.0285,191.8693,191.9489,5148
2024-06-03 09:17:00,191.9589,192.0285,191.8693,191.929,4356
2024-06-03 09:18:00,191.929,192.0285,191.8693,192.0086,3772
2024-06-03 09:19:00,192.0285,192.0385,191.9887,191.9987,4374
2024-06-03 09:20:00,192.0036,192.0086,191.9887,191.9987,885
2024-06-03 09:21:00,191.9987,192.0285,191.3865,191.4213,2029
2024-06-03 09:22:00,192.0285,192.0883,190.4309,192.0833,4353
2024-06-03 09:23:00,192.0833,192.1082,192.0385,192.0683,3290
2024-06-03 09:24:00,192.0385,192.1082,192.0385,192.0783,4402
2024-06-03 09:25:00,192.0982,192.1082,191.7399,191.8294,19915
2024-06-03 09:26:00,191.8394,191.8693,191.6005,191.749,19919
2024-06-03 09:27:00,191.7299,192.1181,191.6602,192.0484,12123
2024-06-03 09:28:00,192.1082,192.1679,192.0089,192.1579,18359
2024-06-03 09:29:00,192.1579,192.2376,192.0833,192.1281,17087
2024-06-03 09:30:00,192.0186,192.4566,191.919,192.4367,1699992
2024-06-03 09:31:00,192.4168,192.5063,191.7,191.8991,455157
2024-06-03 09:32:00,191.8942,192.0086,191.6403,191.8792,280777
2024-06-03 09:33:00,191.8742,192.0982,191.7598,191.8991,208459
2024-06-03 09:34:00,191.9389,192.3471,191.8693,192.2475,289465
2024-06-03 09:35:00,192.2575,192.267,191.7598,192.1331,313375
2024-06-03 09:36:00,192.1281,192.6457,192.1181,192.6357,335271
2024-06-03 09:37:00,192.6357,192.8597,192.3371,192.3968,306120
2024-06-03 09:38:00,192.3968,192.3968,192.0186,192.0424,196442
2024-06-03 09:39:00,192.0385,192.4566,192.0152,192.4566,237934
2024-06-03 09:40:00,192.4566,192.5661,192.2177,192.5661,213260
2024-06-03 09:41:00,192.5597,192.7253,192.4864,192.6805,174208
2024-06-03 09:42:00,192.6837,192.7851,192.6756,192.7403,153568
2024-06-03 09:43:00,192.7353,192.9085,192.6967,192.8149,193394
2024-06-03 09:44:00,192.8105,193.014,192.7453,192.9841,211357
2024-06-03 09:45:00,192.9941,193.1036,192.8846,193.0737,202480
2024-06-03 09:46:00,193.0936,193.3325,193.0815,193.2724,642510
2024-06-03 09:47:00,193.2728,193.442,193.1583,193.4117,265051
2024-06-03 09:48:00,193.4022,193.4122,193.1435,193.2852,249239
2024-06-03 09:49:00,193.2927,193.5018,193.2728,193.442,238221
2024-06-03 09:50:00,193.442,193.671,192.1181,193.3525,409852
2024-06-03 09:51:00,193.3525,193.3724,192.1181,193.2629,500959
2024-06-03 09:52:00,193.243,193.2619,192.9543,193.0182,201881
2024-06-03 09:53:00,193.024,193.1932,192.9742,193.1733,169961
2024-06-03 09:54:00,193.1733,193.3525,193.1434,193.1932,169946
2024-06-03 09:55:00,193.2131,193.3325,193.1235,193.1683,174289
2024-06-03 09:56:00,193.1683,193.233,192.8249,193.0737,194016
2024-06-03 09:57:00,193.0737,193.2927,193.0638,193.2785,143976
2024-06-03 09:58:00,193.2775,193.5117,193.2529,193.4278,142178
2024-06-03 09:59:00,193.4235,193.5316,193.1832,193.2231,210768
2024-06-03 10:00:00,193.243,193.6809,193.233,193.3823,377211
2024-06-03 10:01:00,193.3823,193.4631,193.1335,193.2927,158297
2024-06-03 10:02:00,193.2629,193.4918,193.1633,193.462,186217
2024-06-03 10:03:00,193.462,193.4719,193.1932,193.3475,142268
2024-06-03 10:04:00,193.3325,193.5416,193.3325,193.5267,149284
2024-06-03 10:05:00,193.5241,193.661,193.4672,193.4918,222714
2024-06-03 10:06:00,193.5018,193.671,193.4321,193.5018,144977
2024-06-03 10:07:00,193.4918,193.5914,193.442,193.5018,115174
2024-06-03 10:08:00,193.5117,193.5217,193.2927,193.3325,143647
2024-06-03 10:09:00,193.3226,193.3574,193.2728,193.3574,110212
2024-06-03 10:10:00,193.3525,193.4122,193.2131,193.2927,117414
2024-06-03 10:11:00,193.2995,193.3027,193.1235,193.1307,111852
2024-06-03 10:12:00,193.1335,193.3425,193.1136,193.3325,101284
2024-06-03 10:13:00,193.3027,193.4968,193.2927,193.457,158147
2024-06-03 10:14:00,193.462,193.6735,193.447,193.671,211202
2024-06-03 10:15:00,193.6809,193.89,193.671,193.8502,414220
2024-06-03 10:16:00,193.8452,193.9199,193.6511,193.7407,210913
2024-06-03 10:17:00,193.7307,193.8104,193.661,193.7158,129228
2024-06-03 10:18:00,193.7208,193.9796,193.7208,193.9796,260892
2024-06-03 10:19:00,193.9796,194.0393,193.9497,194.0044,198979
2024-06-03 10:20:00,194.0045,194.099,193.9298,194.0642,270404
2024-06-03 10:21:00,194.0692,194.099,193.9895,194.0094,194125
2024-06-03 10:22:00,194.0144,194.0393,193.9746,194.0293,84948
2024-06-03 10:23:00,194.0343,194.068,193.9597,194.0592,137985
2024-06-03 10:24:00,194.0592,194.079,193.9099,193.9398,139254
2024-06-03 10:25:00,193.9348,193.9895,193.8004,193.9447,155642
2024-06-03 10:26:00,193.9413,194.0093,193.9099,193.9895,89091
2024-06-03 10:27:00,193.9995,194.0343,193.9597,193.9895,83035
2024-06-03 10:28:00,193.9895,194.0791,193.9099,194.0194,96639
2024-06-03 10:29:00,194.0094,194.0144,193.9398,193.9447,92411
2024-06-03 10:30:00,193.9447,193.9796,193.88,193.91,99226
2024-06-03 10:31:00,193.9099,194.0293,193.89,193.895,114836
2024-06-03 10:32:00,193.8977,193.9398,193.7407,193.9298,170339
2024-06-03 10:33:00,193.9248,193.9248,193.8104,193.8433,73941
2024-06-03 10:34:00,193.8452,193.9497,193.8104,193.9199,103234
2024-06-03 10:35:00,193.91,193.9189,193.661,193.661,134363
2024-06-03 10:36:00,193.661,193.7407,193.4321,193.442,168461
2024-06-03 10:37:00,193.462,193.5615,193.4321,193.462,155081
